acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
-0.02,0.58,-0.82,-1.82,1.42,-1.07,54.65,477.39,-1410.95,144316531.0,gyro,
-0.02,0.57,-0.82,-1.85,1.46,-1.14,47.6,488.03,-1397.27,144322829.0,gyro,
-0.02,0.58,-0.82,-1.51,1.48,-1.11,47.6,488.03,-1397.27,144326710.0,gyro,
-0.02,0.57,-0.82,-1.46,1.51,-1.1,51.13,480.94,-1407.53,144332556.0,gyro,
-0.02,0.58,-0.82,-1.69,1.45,-1.13,52.89,489.81,-1405.82,144337911.0,gyro,
-0.02,0.58,-0.82,-1.79,1.46,-1.19,52.89,489.81,-1405.82,144341828.0,gyro,
-0.02,0.57,-0.82,-1.63,1.54,-1.1,52.89,489.81,-1405.82,144346599.0,gyro,
-0.02,0.58,-0.82,-1.68,1.54,-1.14,52.89,489.81,-1388.72,144352884.0,gyro,
-0.02,0.58,-0.82,-1.66,1.48,-1.07,52.89,489.81,-1388.72,144356743.0,gyro,
-0.02,0.58,-0.81,-1.6,1.46,-1.11,44.07,470.29,-1404.11,144362602.0,gyro,
-0.02,0.58,-0.82,-1.59,1.46,-1.08,44.07,470.29,-1404.11,144366472.0,gyro,
-0.02,0.58,-0.81,-1.72,1.5,-1.04,47.6,484.48,-1397.27,144372752.0,gyro,
-0.02,0.58,-0.82,-1.66,1.56,-1.05,47.6,484.48,-1397.27,144376620.0,gyro,
-0.02,0.58,-0.81,-1.56,1.51,-1.1,42.31,482.71,-1419.5,144382462.0,gyro,
-0.02,0.58,-0.81,-1.65,1.42,-1.07,47.6,477.39,-1414.37,144387805.0,gyro,
-0.02,0.58,-0.82,-1.69,1.51,-1.05,47.6,477.39,-1414.37,144391716.0,gyro,
-0.02,0.58,-0.82,-1.77,1.53,-1.08,47.6,477.39,-1414.37,144396490.0,gyro,
-0.02,0.58,-0.82,-1.68,1.5,-1.04,49.36,479.16,-1412.66,144402774.0,gyro,
